%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83557.763,302.362,0.963,16.899,137.472,-30.482,129.580,-124.120,-91.365,-70.229,-71.665,-77.805,-79.108,-80.137,-73.777,-19.169,-0.527,4.362,15.598,18.315,24.813,37.897,8.000,-544.798,-289.718,14.557,-320.540,102.196
83561.795,302.365,0.963,16.894,137.393,-30.482,129.905,-124.342,-91.472,-70.438,-70.477,-76.871,-78.041,-78.960,-74.781,-19.898,-0.949,3.937,14.761,18.001,25.125,36.543,8.000,-544.798,-289.718,14.557,-320.524,102.175
83553.732,302.359,0.963,34.057,558.306,-49.693,-29.826,-1473.940,-1273.204,-1101.530,-993.426,-660.501,-539.452,-411.102,-134.385,84.227,124.946,158.323,192.102,224.453,303.364,394.532,8.000,-544.798,-289.718,14.557,-320.573,102.175
83549.701,302.357,0.963,34.060,558.385,-49.853,-27.448,-1473.383,-1273.737,-1100.384,-993.103,-660.708,-539.025,-410.246,-132.711,86.106,126.847,160.558,193.567,226.650,305.233,396.788,8.000,-544.798,-289.718,14.557,-320.540,102.196
83549.701,302.359,0.963,34.058,558.306,-49.853,-25.071,-1473.050,-1272.137,-1099.134,-992.024,-661.331,-538.171,-409.283,-132.153,86.628,127.586,160.983,194.091,226.755,305.959,397.126,8.000,-544.798,-289.718,14.557,-320.540,102.185
83549.701,302.355,0.963,34.055,558.227,-50.013,-24.639,-1471.714,-1272.244,-1099.655,-992.563,-659.256,-538.064,-409.497,-128.804,86.836,127.058,161.515,195.138,226.232,305.959,397.013,8.000,-544.798,-289.718,14.557,-320.557,102.185
83553.732,302.357,0.963,34.057,558.306,-49.693,-25.503,-1473.606,-1272.030,-1099.759,-993.528,-659.567,-536.997,-409.818,-129.474,86.836,126.636,160.558,194.091,226.755,305.959,398.480,8.000,-544.798,-289.718,14.557,-320.540,102.207
83553.732,302.357,0.963,34.057,558.306,-49.693,-23.990,-1472.159,-1271.924,-1098.405,-993.420,-658.945,-536.143,-406.930,-127.465,87.776,128.009,161.090,195.138,226.859,306.686,397.577,8.000,-544.798,-289.718,14.557,-320.508,102.164
83545.669,302.351,0.963,34.058,558.306,-50.013,-23.990,-1470.713,-1272.137,-1098.613,-994.607,-659.048,-537.851,-409.390,-129.362,86.210,126.424,159.707,193.672,226.232,305.440,398.480,8.000,-544.798,-289.718,14.557,-320.540,102.185
83549.701,302.354,0.963,34.058,558.306,-49.533,-25.827,-1470.936,-1271.497,-1098.405,-993.205,-657.596,-535.502,-408.173,-128.916,87.671,127.058,161.090,193.567,227.173,305.959,397.126,8.000,-544.798,-289.718,14.557,-320.557,102.185
83545.669,302.355,0.963,34.059,558.306,-50.013,-25.503,-1472.827,-1271.390,-1098.509,-995.577,-658.841,-536.783,-409.350,-130.119,85.688,126.108,159.174,193.044,225.813,304.506,396.562,8.000,-544.798,-289.718,14.557,-320.557,102.164
83549.701,302.357,0.963,34.058,558.306,-49.853,-27.772,-1471.158,-1273.097,-1097.884,-993.313,-660.190,-536.036,-408.601,-129.561,85.988,127.269,160.451,193.358,226.964,305.752,396.450,8.000,-544.798,-289.718,14.557,-320.524,102.185
83549.701,302.355,0.963,34.058,558.306,-50.013,-27.124,-1472.493,-1271.070,-1099.446,-994.391,-659.982,-537.104,-409.885,-130.677,85.675,125.157,158.749,192.625,224.243,304.091,395.547,8.000,-544.798,-289.718,14.557,-320.540,102.185
83541.638,302.359,0.963,34.060,558.306,-49.853,-28.961,-1472.271,-1273.524,-1099.238,-995.038,-661.227,-537.958,-409.992,-131.793,84.736,126.002,158.430,191.892,225.394,303.156,393.855,8.000,-544.798,-289.718,14.557,-320.540,102.175
83549.701,302.355,0.963,34.063,558.464,-50.173,-27.772,-1472.493,-1273.204,-1099.967,-993.852,-662.265,-538.064,-410.313,-133.021,83.901,124.523,158.749,191.054,224.348,302.429,392.502,8.000,-544.798,-289.718,14.557,-320.557,102.185
83553.732,302.354,0.963,34.059,558.385,-50.013,-27.772,-1472.493,-1273.097,-1100.697,-994.068,-661.642,-539.666,-411.704,-133.021,83.797,125.157,158.749,191.892,224.243,303.883,395.096,8.000,-544.798,-289.718,14.557,-320.540,102.175
83549.701,302.357,0.963,34.060,558.385,-49.853,-24.747,-1471.381,-1271.284,-1098.613,-993.852,-658.945,-536.143,-409.564,-131.124,85.362,126.424,159.600,192.939,225.604,303.675,394.532,8.000,-544.798,-289.718,14.557,-320.508,102.196
83549.701,302.359,0.963,34.060,558.385,-49.853,-23.342,-1471.714,-1272.137,-1098.926,-995.793,-660.397,-537.851,-409.243,-131.347,85.258,125.791,160.026,192.834,226.127,304.921,396.788,8.000,-544.798,-289.718,14.557,-320.557,102.185
83549.701,302.360,0.963,34.060,558.385,-49.693,-21.289,-1468.933,-1270.004,-1096.009,-992.774,-657.077,-535.075,-405.391,-126.660,88.597,129.276,162.473,195.975,227.592,307.724,399.044,8.000,-544.798,-289.718,14.557,-320.524,102.175
83549.701,302.357,0.963,34.063,558.464,-49.853,-19.452,-1469.489,-1268.297,-1095.592,-994.715,-655.832,-534.755,-406.782,-126.437,89.328,127.375,161.835,194.823,227.906,306.686,400.172,8.000,-544.798,-289.718,14.557,-320.540,102.175
83549.701,302.357,0.963,34.060,558.385,-49.693,-19.235,-1466.930,-1268.297,-1094.238,-995.146,-654.276,-533.260,-404.749,-124.874,89.328,129.170,162.047,195.870,227.696,308.139,398.705,8.000,-544.798,-289.718,14.557,-320.508,102.196
83549.701,302.357,0.963,34.058,558.306,-50.013,-17.722,-1467.042,-1267.870,-1093.301,-995.254,-653.757,-534.541,-406.033,-126.102,87.658,127.164,159.919,193.776,226.755,305.648,398.367,8.000,-544.798,-289.718,14.557,-320.540,102.218
